City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
43,katherine,-14.4667,132.2667,29.18,61,75,4.63,AU,1677897327
44,turayf,31.6725,38.6637,10.14,43,0,3.09,SA,1677897332
45,werda,-25.2667,23.2833,21.1,57,3,3.98,BW,1677897333
46,puntarenas,9.9763,-84.8384,25.89,72,9,0.49,CR,1677897333
47,yellowknife,62.456,-114.3525,-18.58,71,100,3.09,CA,1677897291
48,rikitea,-23.1203,-134.9692,27.04,70,60,5.04,PF,1677897335
49,jamestown,42.097,-79.2353,3.34,93,100,8.75,US,1677897112
50,bubaque,11.2833,-15.8333,25.15,63,4,3.66,GW,1677897336
51,houffalize,50.1332,5.7889,0.42,94,73,3.42,BE,1677897336
52,verkhniy avzyan,53.5289,57.5372,-10.14,98,100,1.59,RU,1677897337
53,chuy,-33.6971,-53.4616,21.58,94,100,2.96,UY,1677897337
54,tuktoyaktuk,69.4541,-133.0374,-35.0,68,0,2.06,CA,1677897338
55,nemuro,43.3236,145.575,-1.79,74,14,3.5,JP,1677897338
56,hailar,49.2,119.7,-3.08,83,5,5.09,CN,1677897338
57,ponta do sol,32.6667,-17.1,19.45,90,85,2.12,PT,1677897339
58,albany,42.6001,-73.9662,1.6,89,100,1.79,US,1677897288
59,riyadh,24.6877,46.7219,18.08,29,0,4.59,SA,1677897311
60,shingu,33.7333,135.9833,12.8,39,99,2.29,JP,1677897339
61,eskilstuna,59.3666,16.5077,-0.12,54,31,6.84,SE,1677897340
62,kodiak,57.79,-152.4072,-4.27,39,0,13.38,US,1677897340
63,te anau,-45.4167,167.7167,15.79,41,73,1.94,NZ,1677897090
64,mount gambier,-37.8333,140.7667,24.74,34,97,2.21,AU,1677897203
65,tabasco,18.0,-92.6667,25.06,83,0,3.6,MX,1677897341
66,butaritari,3.0707,172.7902,27.76,80,100,4.91,KI,1677897341
67,hermanus,-34.4187,19.2345,18.22,88,73,2.35,ZA,1677897341
68,tiksi,71.6872,128.8694,-21.35,99,100,3.51,RU,1677897342
69,victoria,22.2855,114.1577,21.25,60,100,2.24,HK,1677897257
70,zharkent,44.1628,80.0,4.45,59,64,2.81,KZ,1677897342
71,ukiah,39.1502,-123.2078,8.94,70,0,2.06,US,1677897343
72,port elizabeth,-33.918,25.5701,22.28,90,0,3.09,ZA,1677897343
73,sovetskiy,61.3614,63.5842,-26.38,100,96,1.43,RU,1677897343
74,cordoba,-31.4135,-64.1811,25.98,79,0,2.06,AR,1677897248
75,ulaanbaatar,47.9077,106.8832,-6.93,73,75,0.0,MN,1677897289
76,port alfred,-33.5906,26.891,21.21,89,89,4.43,ZA,1677897344
77,qui nhon,13.7667,109.2333,23.4,81,87,8.05,VN,1677897345
78,puyang,29.4603,119.8861,17.57,44,0,1.24,CN,1677897345
79,chuhar kana,31.75,73.8,18.54,46,47,1.8,PK,1677897346
80,nevelsk,46.6733,141.8633,-3.79,67,67,2.11,RU,1677897346
81,luderitz,-26.6481,15.1594,16.15,91,35,3.11,NA,1677897346
82,souillac,-20.5167,57.5167,24.21,94,40,0.0,MU,1677897346
83,atar,20.5169,-13.0499,21.31,32,91,3.93,MR,1677897098
84,havoysund,70.9963,24.6622,0.13,54,96,5.16,NO,1677897347
85,berlevag,70.8578,29.0864,0.0,93,100,9.26,NO,1677897347
86,itarema,-2.9248,-39.9167,24.7,89,100,4.04,BR,1677897348
87,lompoc,34.6391,-120.4579,12.1,85,0,6.69,US,1677897348
88,cherskiy,68.75,161.3,-29.43,88,23,0.76,RU,1677897195
89,merrill,45.1805,-89.6835,-1.57,96,0,0.0,US,1677897348
90,lasa,46.6166,10.7002,4.49,87,50,2.29,IT,1677897349
91,dudinka,69.4058,86.1778,-18.3,98,100,2.12,RU,1677897138
92,kawalu,-7.3817,108.2082,29.74,61,21,0.7,ID,1677897349
93,acapulco,16.8634,-99.8901,26.9,69,40,2.57,MX,1677897074
94,williamsburg,37.2707,-76.7075,18.18,93,75,5.66,US,1677897350
95,hobyo,5.3505,48.5268,25.84,70,59,8.37,SO,1677897351
96,vardo,70.3705,31.1107,1.99,80,75,7.72,NO,1677897351
97,taltal,-25.4,-70.4833,21.09,81,4,2.23,CL,1677897352
98,mar del plata,-38.0023,-57.5575,26.01,65,0,3.09,AR,1677897352
99,vila velha,-20.3297,-40.2925,25.97,89,20,2.06,BR,1677897353
100,majene,-3.5403,118.9707,29.9,63,76,2.43,ID,1677897353
101,hohhot,40.8106,111.6522,5.16,24,0,1.0,CN,1677897353
102,cayenne,4.9333,-52.3333,26.02,83,75,4.12,GF,1677897354
103,avera,33.194,-82.5271,24.73,80,95,6.2,US,1677897354
104,kotdwara,29.75,78.5333,23.23,30,0,1.36,IN,1677897354
105,kieta,-6.2167,155.6333,24.17,96,100,1.94,PG,1677897355
106,praya,14.9215,-23.5087,20.3,73,0,3.09,CV,1677897355
107,iqaluit,63.7506,-68.5145,-9.15,85,100,2.57,CA,1677897355
108,clyde river,70.4692,-68.5914,-22.87,64,100,8.23,CA,1677897356
109,karratha,-20.7377,116.8463,34.87,42,8,5.91,AU,1677897357
110,harlingen,26.1906,-97.6961,19.55,50,0,3.09,US,1677897357
111,diapaga,12.0708,1.7889,27.03,13,1,2.65,BF,1677897359
112,qaqortoq,60.7167,-46.0333,2.88,74,55,8.41,GL,1677897359
113,chichimila,20.6167,-88.2167,23.29,86,100,2.82,MX,1677897360
114,lapa,-25.7697,-49.7158,17.81,99,100,0.78,BR,1677897360
115,westport,41.1415,-73.3579,5.05,85,100,8.75,US,1677897361
116,chokurdakh,70.6333,147.9167,-33.79,95,29,1.99,RU,1677897361
117,mto wa mbu,-3.35,35.85,19.7,79,41,1.2,TZ,1677897361
118,vila franca do campo,37.7167,-25.4333,13.23,85,99,5.6,PT,1677897362
119,shemonaikha,50.6328,81.9056,-10.23,95,91,3.03,KZ,1677897362
120,sibolga,1.7427,98.7792,28.31,68,94,0.77,ID,1677897363
121,fertorakos,47.7202,16.6504,1.92,70,18,2.49,HU,1677897363
122,cidreira,-30.1811,-50.2056,22.86,93,100,3.84,BR,1677897364
123,huarmey,-10.0681,-78.1522,23.81,78,100,3.06,PE,1677897364
124,alihe,50.5667,123.7167,2.84,70,15,1.72,CN,1677897365
125,klaksvik,62.2266,-6.589,2.51,70,100,1.47,FO,1677897365
126,anloga,5.7947,0.8973,27.68,83,43,3.97,GH,1677897366
127,teya,60.3778,92.6267,-7.44,91,100,4.72,RU,1677897367
128,fortuna,40.5982,-124.1573,7.19,82,0,0.0,US,1677897367
129,longyearbyen,78.2186,15.6401,-15.09,47,75,4.12,SJ,1677897368
130,along,28.1667,94.7667,23.27,43,31,0.34,IN,1677897369
131,evanston,42.0411,-87.6901,3.06,81,75,5.14,US,1677897369
132,aboso,5.3617,-1.9473,24.25,97,40,1.16,GH,1677897370
133,dikson,73.5069,80.5464,-26.77,99,100,3.43,RU,1677897371
134,manokwari,-0.8667,134.0833,27.53,73,100,1.73,ID,1677897371
135,alenquer,-1.9417,-54.7383,23.34,97,91,1.68,BR,1677897372
136,wagar,16.1525,36.2032,23.86,71,2,2.94,SD,1677897372
137,savonlinna,61.8699,28.88,-4.97,93,75,0.51,FI,1677897373
138,esperance,-33.8667,121.9,22.3,69,2,9.37,AU,1677897373
139,sharan,54.8167,54.0,-3.71,93,99,5.95,RU,1677897374
140,san vicente,-26.6167,-54.1333,19.62,91,21,2.34,AR,1677897375
141,nome,64.5011,-165.4064,-22.96,70,0,3.6,US,1677897376
142,carnarvon,-24.8667,113.6333,29.42,60,4,6.57,AU,1677897377
143,tasiilaq,65.6145,-37.6368,2.09,97,100,4.6,GL,1677897377
144,aswan,24.0934,32.907,21.61,19,0,2.06,EG,1677897378
145,leningradskiy,69.3833,178.4167,-32.47,95,8,2.91,RU,1677897379
146,saint-pierre,-21.3393,55.4781,25.87,73,0,2.57,RE,1677897272
147,yaan,7.3833,8.5667,27.48,68,97,2.99,NG,1677897379
148,hamilton,39.1834,-84.5333,8.37,86,100,11.32,US,1677897258
149,lavrentiya,65.5833,-171.0,-25.39,98,99,2.27,RU,1677897086
150,georgetown,5.4112,100.3354,27.96,88,20,2.57,MY,1677897084
151,saskylakh,71.9167,114.0833,-18.72,98,71,2.61,RU,1677897381
152,wanning,18.8003,110.3967,23.21,62,3,4.26,CN,1677897381
153,gualaquiza,-3.4,-78.55,17.89,98,88,0.77,EC,1677897382
154,puqi,29.7167,113.8833,20.13,33,0,2.39,CN,1677897382
155,castro,-24.7911,-50.0119,18.35,96,99,1.14,BR,1677897383
156,kvareli,41.9524,45.8151,7.6,92,99,1.3,GE,1677897383
157,naze,28.3667,129.4833,14.51,57,100,2.68,JP,1677897384
158,paramonga,-10.6667,-77.8333,23.06,80,95,2.8,PE,1677897384
159,torbay,47.6666,-52.7314,-4.12,73,75,8.23,CA,1677897362
160,abalak,58.1286,68.5944,-19.29,98,93,2.42,RU,1677897385
161,tecuci,45.8497,27.4344,3.79,75,89,2.11,RO,1677897386
162,metro,-5.1131,105.3067,27.51,74,97,1.93,ID,1677897386
163,samarai,-10.6167,150.6667,28.62,70,81,11.48,PG,1677897386
164,codrington,-38.2667,141.9667,22.5,47,100,2.9,AU,1677897387
165,zelenoborsk,61.4669,64.0333,-27.6,100,95,1.72,RU,1677897387
166,khanpur,28.6453,70.6567,21.13,45,8,2.75,PK,1677897388
167,novyy svit,47.8059,38.0211,0.46,79,57,4.03,UA,1677897388
168,pisco,-13.7,-76.2167,23.03,78,0,1.54,PE,1677897389
169,guaitarilla,1.1386,-77.553,11.07,93,91,2.27,CO,1677897389
170,develi,38.3906,35.4922,1.64,83,100,0.93,TR,1677897390
171,santa isabel do rio negro,-0.4139,-65.0192,24.29,88,92,1.37,BR,1677897391
172,bandarbeyla,9.4942,50.8122,24.64,69,35,5.67,SO,1677897392
173,alofi,-19.0595,-169.9187,29.94,79,75,4.12,NU,1677897393
174,bredasdorp,-34.5322,20.0403,20.52,78,100,1.97,ZA,1677897394
175,guerrero negro,27.9769,-114.0611,13.39,72,4,6.62,MX,1677897394
176,port moresby,-9.4431,147.1797,30.68,70,20,5.14,PG,1677897241
177,ilulissat,69.2167,-51.1,-2.99,93,40,2.06,GL,1677897395
178,wad rawah,15.1603,33.1397,25.02,16,6,3.54,SD,1677897395
179,zhigansk,66.7697,123.3711,-17.78,92,100,7.7,RU,1677897396
180,muskegon,43.3,-86.1334,2.92,68,100,4.12,US,1677897396
181,roald,62.5833,6.1333,2.09,64,100,4.63,NO,1677897397
182,ahipara,-35.1667,173.1667,22.33,65,4,4.58,NZ,1677897397
183,khatanga,71.9667,102.5,-17.73,96,100,3.88,RU,1677897398
184,elizabeth city,36.2946,-76.2511,20.57,90,0,7.2,US,1677897398
185,scarborough,54.2797,-0.4044,4.76,82,100,1.34,GB,1677897072
186,kahului,20.8947,-156.47,24.01,78,40,7.2,US,1677897398
187,port hedland,-20.3167,118.5667,34.03,62,40,7.72,AU,1677897399
188,holme,56.1138,10.1725,3.43,85,7,9.19,DK,1677897399
189,alice springs,-23.7,133.8833,31.75,40,13,5.66,AU,1677897399
190,huntington,38.4193,-82.4452,17.5,45,100,14.92,US,1677897400
191,eureka,40.8021,-124.1637,7.34,80,100,0.45,US,1677897400
192,saint george,37.1041,-113.5841,9.41,46,0,3.6,US,1677897400
193,koumac,-20.5667,164.2833,28.16,75,99,7.63,NC,1677897401
194,el viejo,12.6633,-87.1672,24.29,78,16,0.76,NI,1677897401
195,khasan,42.4308,130.6434,2.64,57,0,1.95,RU,1677897401
196,issoudun,47.0,1.8333,-1.17,93,11,3.09,FR,1677897402
197,yulara,-25.2406,130.9889,33.55,11,3,2.91,AU,1677897402
198,barcelos,41.5388,-8.6151,6.58,78,5,1.81,PT,1677897210
199,makakilo city,21.3469,-158.0858,25.18,68,20,4.63,US,1677897403
200,bethel,41.3712,-73.414,3.6,80,100,6.17,US,1677897404
201,isiro,2.7739,27.616,18.51,99,100,1.22,CD,1677897404
202,abha,18.2164,42.5053,12.9,67,0,0.0,SA,1677897301
203,mehamn,71.0357,27.8492,-0.03,74,100,8.75,NO,1677897405
204,tamandare,-8.7597,-35.1047,25.6,81,99,2.68,BR,1677897405
205,sao joao da barra,-21.6403,-41.0511,25.11,87,1,7.96,BR,1677897168
206,coquimbo,-29.9533,-71.3436,15.85,100,40,3.09,CL,1677897197
207,avarua,-21.2078,-159.775,30.03,66,30,3.6,CK,1677897406
208,gazli,40.1333,63.45,6.98,58,52,4.93,UZ,1677897407
209,kavieng,-2.5744,150.7967,25.6,87,100,7.03,PG,1677897408
210,constitucion,-35.3333,-72.4167,15.86,78,19,4.4,CL,1677897408
211,port-gentil,-0.7193,8.7815,27.73,83,86,4.44,GA,1677897409
212,ribeira grande,38.5167,-28.7,13.21,78,84,1.79,PT,1677897409
213,thompson,55.7435,-97.8558,-6.91,86,100,1.03,CA,1677897409
214,smidovich,48.6,133.8167,-6.14,85,8,3.73,RU,1677897410
215,pontal do parana,-25.6533,-48.5128,23.53,97,100,1.17,BR,1677897410
216,novoagansk,61.9449,76.6625,-23.77,100,80,2.95,RU,1677897411
217,senanga,-16.1167,23.2667,18.76,93,79,0.67,ZM,1677897411
218,norman wells,65.282,-126.8329,-24.98,70,20,3.09,CA,1677897412
219,watertown,42.3709,-71.1828,3.95,58,100,4.12,US,1677897412
220,darnah,32.767,22.6367,16.76,50,81,12.09,LY,1677897413
221,narsaq,60.9167,-46.05,7.12,66,41,8.93,GL,1677897413
222,leh,34.1667,77.5833,-9.98,78,93,0.89,IN,1677897413
223,saint-philippe,-21.3585,55.7679,25.77,77,100,3.11,RE,1677897414
224,stornoway,58.2093,-6.3865,4.4,90,100,1.03,GB,1677897414
225,turukhansk,65.8167,87.9833,-18.44,97,100,5.85,RU,1677897414
226,lorengau,-2.0226,147.2712,25.81,90,100,7.35,PG,1677897415
227,chapais,49.7834,-74.8492,-15.12,96,15,1.84,CA,1677897415
228,yuncheng,35.0231,110.9928,15.14,12,0,1.23,CN,1677897415
229,pathein,16.7833,94.7333,31.96,24,0,3.93,MM,1677897416
230,faya,18.3851,42.4509,13.06,60,2,2.05,SA,1677897416
231,la ronge,55.1001,-105.2842,-3.86,63,100,4.63,CA,1677897416
232,los llanos de aridane,28.6585,-17.9182,16.86,88,100,4.47,ES,1677897417
233,cotonou,6.3654,2.4183,25.99,83,20,1.03,BJ,1677897417
234,aklavik,68.2191,-135.0107,-34.11,98,35,2.43,CA,1677897150
235,genhe,50.7833,121.5167,-1.01,87,91,2.69,CN,1677897418
236,tucuman,-26.8241,-65.2226,24.0,83,0,1.03,AR,1677897418
237,aktash,50.3,87.7333,-9.67,79,34,1.49,RU,1677897419
238,sitka,57.0531,-135.33,2.94,56,75,6.17,US,1677897419
239,beyneu,45.3167,55.2,1.23,62,99,5.04,KZ,1677897420
240,fairbanks,64.8378,-147.7164,-19.02,68,40,5.66,US,1677897255
241,ostrovnoy,68.0531,39.5131,-15.38,97,91,3.04,RU,1677897420
242,leshan,29.5623,103.7639,17.69,54,10,0.39,CN,1677897420
243,goderich,43.7501,-81.7165,0.51,93,100,8.23,CA,1677897421
244,krasnoselkup,65.7,82.4667,-20.03,97,97,5.34,RU,1677897319
245,vestmannaeyjar,63.4427,-20.2734,5.61,81,100,3.8,IS,1677897421
246,yurimaguas,-5.9,-76.0833,23.06,99,100,0.63,PE,1677897422
247,leshukonskoye,64.8989,45.7622,-30.23,100,100,0.98,RU,1677897190
